id,scanId,timestamp,sampleIndex,latitude,longitude,gpsAccuracy,altitude,speed,technology,mcc,mnc,plmn,connectionStatus,cid,lac,tac,pci,enb,rnc,bsic,nci,rssi,rsrp,rsrq,sinr,cqi,rscp,ecno,ssRsrp,ssRsrq,ssSinr,timingAdvance,arfcn,bandwidth,bandName
7855,8,1779530956379,0,,,,,,LTE,262,3,262-03,PRIMARY,16036111,,36022,101,62641,,,,-99,-99.0,-16.0,-6.0,,,,,,,,3350,,2600
7856,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,272,,,,,-101,-100.0,-17.0,,,,,,,,,1600,,1800
7857,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,99,,,,,-103,-103.0,-18.0,,,,,,,,,3350,,2600
7858,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,355,,,,,-103,-103.0,-18.0,,,,,,,,,1600,,1800
7859,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,271,,,,,-103,-103.0,-19.0,,,,,,,,,1600,,1800
7860,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,186,,,,,-105,-105.0,,,,,,,,,,3350,,2600
7861,8,1779530956379,0,,,,,,LTE,262,3,262-03,NONE,,,,491,,,,,-107,-106.0,,,,,,,,,,3350,,2600
7862,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,PRIMARY,16036111,,36022,101,62641,,,,-97,-97.0,-16.0,-6.0,,,,,,,,3350,,2600
7863,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,355,,,,,-95,-95.0,-13.0,,,,,,,,,1600,,1800
7864,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,99,,,,,-101,-100.0,-18.0,,,,,,,,,3350,,2600
7865,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,328,,,,,-103,-102.0,,,,,,,,,,3350,,2600
7866,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,271,,,,,-103,-103.0,,,,,,,,,,1600,,1800
7867,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,272,,,,,-105,-104.0,-19.0,,,,,,,,,1600,,1800
7868,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,186,,,,,-105,-105.0,-19.0,,,,,,,,,3350,,2600
7869,8,1779530958623,1,51.2360241,6.7707366,92.9,84.0,2.0416198,LTE,262,3,262-03,NONE,,,,491,,,,,-105,-105.0,-20.0,,,,,,,,,3350,,2600
7870,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,PRIMARY,16036111,,36022,101,62641,,,,-101,-101.0,-16.0,-6.0,,,,,,,,3350,,2600
7871,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,272,,,,,-101,-101.0,-16.0,,,,,,,,,1600,,1800
7872,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,328,,,,,-105,-104.0,-19.0,,,,,,,,,3350,,2600
7873,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,99,,,,,-105,-104.0,-19.0,,,,,,,,,3350,,2600
7874,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,271,,,,,-105,-104.0,-19.0,,,,,,,,,1600,,1800
7875,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,491,,,,,-107,-106.0,-20.0,,,,,,,,,3350,,2600
7876,8,1779530960889,2,51.2365026,6.7702245,21.371,84.0,0.19433354,LTE,262,3,262-03,NONE,,,,237,,,,,-107,-107.0,-18.0,,,,,,,,,3350,,2600
