id,scanId,timestamp,sampleIndex,latitude,longitude,gpsAccuracy,altitude,speed,technology,mcc,mnc,plmn,connectionStatus,cid,lac,tac,pci,enb,rnc,bsic,nci,rssi,rsrp,rsrq,sinr,cqi,rscp,ecno,ssRsrp,ssRsrq,ssSinr,timingAdvance,arfcn,bandwidth,bandName
14514,8,1779530957108,0,,,,,,LTE,262,1,262-01,PRIMARY,35095809,,13601,407,137093,,,,-107,-107.0,-17.0,-1.0,7,,,,,,0,1300,20000,1800
14515,8,1779530957108,0,,,,,,LTE,262,1,262-01,NONE,,,,357,,,,,,-106.0,-17.0,,,,,,,,0,1300,,1800
14516,8,1779530957108,0,,,,,,LTE,262,1,262-01,NONE,,,,196,,,,,,-109.0,,,,,,,,,0,1300,,1800
14517,8,1779530957108,0,,,,,,LTE,262,1,262-01,NONE,,,,491,,,,,,-110.0,,,,,,,,,0,1300,,1800
14518,8,1779530959225,1,51.2361345,6.7702683,7.5,85.80000305175781,0.14999999,LTE,262,1,262-01,PRIMARY,35095809,,13601,407,137093,,,,-109,-109.0,-20.0,-8.0,5,,,,,,0,1300,20000,1800
14519,8,1779530959225,1,51.2361345,6.7702683,7.5,85.80000305175781,0.14999999,LTE,262,1,262-01,NONE,,,,357,,,,,,-106.0,-16.0,,,,,,,,0,1300,,1800
14520,8,1779530959225,1,51.2361345,6.7702683,7.5,85.80000305175781,0.14999999,LTE,262,1,262-01,NONE,,,,196,,,,,,-110.0,,,,,,,,,0,1300,,1800
14521,8,1779530959225,1,51.2361345,6.7702683,7.5,85.80000305175781,0.14999999,LTE,262,1,262-01,NONE,,,,491,,,,,,-111.0,,,,,,,,,0,1300,,1800
14522,8,1779530961356,2,51.2365065,6.7703143,6.25,99.0,0.14005819,LTE,262,1,262-01,PRIMARY,35095809,,13601,407,137093,,,,-103,-110.0,-19.0,-7.0,6,,,,,,0,1300,20000,1800
14523,8,1779530961356,2,51.2365065,6.7703143,6.25,99.0,0.14005819,LTE,262,1,262-01,NONE,,,,357,,,,,,-104.0,-18.0,,,,,,,,0,1300,,1800
14524,8,1779530961356,2,51.2365065,6.7703143,6.25,99.0,0.14005819,LTE,262,1,262-01,NONE,,,,196,,,,,,-106.0,-19.0,,,,,,,,0,1300,,1800
